info @storybook/react v6.4.0
info 
info => Cleaning outputDir: /var/folders/r5/ljz0ppks0q74wsy4jpbdlmzc0000gn/T/chromatic--95838-L8AIr9HU2S73
info => Loading presets
info => Compiling manager..
info => Compiling preview..
info => Loading Webpack configuration from `node_modules/react-scripts`
info => Removing existing JavaScript and TypeScript rules.
info => Modifying Create React App rules.
info => Using default Webpack4 setup
<s> [webpack.Progress] 0% compiling
<s> [webpack.Progress] 10% building 0/0 modules 0 active 
<s> [webpack.Progress] 10% building 0/1 modules 1 active multi /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/polyfills.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/core-server/node_modules/@storybook/core-client/dist/esm/globals/globals.js /Users/Kira/Desktop/Git/taskbox/storybook-init-framework-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/common/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-docs/dist/esm/frameworks/react/config.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/react/dist/esm/client/preview/config-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-links/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-actions/dist/esm/preset/addArgs.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-backgrounds/dist/esm/preset/addParameter.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-measure/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-outline/dist/esm/preset/addDecorator.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/node_modules/@storybook/addon-interactions/dist/esm/preset/argsEnhancers.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/.storybook/preview.js-generated-config-entry.js /Users/Kira/Desktop/Git/taskbox/generated-stories-entry.js
<s> [webpack.Progress] 10% building 1/1 modules 0 active 
<s> [webpack.Progress] 69% building 1238/1255 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/termRole.js
<s> [webpack.Progress] 69% building 1238/1256 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.entries/polyfill.js
<s> [webpack.Progress] 69% building 1239/1256 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.entries/polyfill.js
<s> [webpack.Progress] 69% building 1239/1257 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/tabpanelRole.js
<s> [webpack.Progress] 69% building 1240/1257 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/tabpanelRole.js
<s> [webpack.Progress] 69% building 1240/1258 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/tablistRole.js
<s> [webpack.Progress] 69% building 1240/1259 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/tableRole.js
<s> [webpack.Progress] 69% building 1240/1260 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/switchRole.js
<s> [webpack.Progress] 69% building 1240/1261 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/tabRole.js
<s> [webpack.Progress] 68% building 1240/1262 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/superscriptRole.js
<s> [webpack.Progress] 68% building 1240/1263 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/subscriptRole.js
<s> [webpack.Progress] 68% building 1240/1264 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/strongRole.js
<s> [webpack.Progress] 68% building 1240/1265 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/statusRole.js
<s> [webpack.Progress] 68% building 1240/1266 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/spinbuttonRole.js
<s> [webpack.Progress] 68% building 1240/1267 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/sliderRole.js
<s> [webpack.Progress] 68% building 1240/1268 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/object-get-own-property-names-external.js
<s> [webpack.Progress] 68% building 1241/1268 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/core-js/internals/object-get-own-property-names-external.js
<s> [webpack.Progress] 68% building 1241/1269 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/separatorRole.js
<s> [webpack.Progress] 68% building 1241/1270 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/searchboxRole.js
<s> [webpack.Progress] 68% building 1241/1271 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/searchRole.js
<s> [webpack.Progress] 68% building 1241/1272 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/scrollbarRole.js
<s> [webpack.Progress] 68% building 1241/1273 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/rowheaderRole.js
<s> [webpack.Progress] 68% building 1241/1274 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/rowgroupRole.js
<s> [webpack.Progress] 68% building 1241/1275 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/rowRole.js
<s> [webpack.Progress] 68% building 1241/1276 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/regionRole.js
<s> [webpack.Progress] 68% building 1241/1277 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/radiogroupRole.js
<s> [webpack.Progress] 68% building 1241/1278 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/radioRole.js
<s> [webpack.Progress] 68% building 1242/1278 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/radioRole.js
<s> [webpack.Progress] 68% building 1242/1279 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/progressbarRole.js
<s> [webpack.Progress] 68% building 1243/1279 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/progressbarRole.js
<s> [webpack.Progress] 68% building 1243/1280 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/presentationRole.js
<s> [webpack.Progress] 68% building 1243/1281 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseFindIndex.js
<s> [webpack.Progress] 68% building 1243/1282 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/isNaN.js
<s> [webpack.Progress] 68% building 1243/1283 modules 40 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1244/1283 modules 39 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1245/1283 modules 38 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1246/1283 modules 37 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1247/1283 modules 36 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1248/1283 modules 35 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1249/1283 modules 34 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1250/1283 modules 33 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1251/1283 modules 32 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1252/1283 modules 31 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1253/1283 modules 30 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1254/1283 modules 29 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1255/1283 modules 28 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1256/1283 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1257/1283 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_strictIndexOf.js
<s> [webpack.Progress] 68% building 1257/1284 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1258/1284 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1259/1284 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1260/1284 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1261/1284 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1262/1284 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1263/1284 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 68% building 1263/1285 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1264/1285 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1265/1285 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1266/1285 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1267/1285 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1268/1285 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1269/1285 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1270/1285 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/property-information/lib/util/case-sensitive-transform.js
<s> [webpack.Progress] 69% building 1270/1286 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_basePropertyOf.js
<s> [webpack.Progress] 69% building 1270/1287 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/IsRegExp.js
<s> [webpack.Progress] 69% building 1271/1287 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/IsRegExp.js
<s> [webpack.Progress] 69% building 1271/1288 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/SpeciesConstructor.js
<s> [webpack.Progress] 69% building 1271/1289 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/Set.js
<s> [webpack.Progress] 69% building 1272/1289 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/Set.js
<s> [webpack.Progress] 69% building 1272/1290 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_stringToPath.js
<s> [webpack.Progress] 69% building 1272/1291 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseHasIn.js
<s> [webpack.Progress] 69% building 1272/1292 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_hasPath.js
<s> [webpack.Progress] 69% building 1273/1292 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_hasPath.js
<s> [webpack.Progress] 69% building 1273/1293 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/lodash/_baseIsNaN.js
<s> [webpack.Progress] 69% building 1273/1294 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1274/1294 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1275/1294 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1276/1294 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1277/1294 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1278/1294 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/2018/ToBoolean.js
<s> [webpack.Progress] 69% building 1278/1295 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/string.prototype.matchall/helpers/RegExpStringIterator.js
<s> [webpack.Progress] 69% building 1278/1296 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1279/1296 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1280/1296 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1281/1296 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1282/1296 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1283/1296 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.prototype.finally/node_modules/es-abstract/helpers/callBound.js
<s> [webpack.Progress] 69% building 1283/1297 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/is-alphabetical/index.js
<s> [webpack.Progress] 69% building 1283/1298 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/UTF16DecodeSurrogatePair.js
<s> [webpack.Progress] 69% building 1284/1298 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/UTF16DecodeSurrogatePair.js
<s> [webpack.Progress] 69% building 1285/1298 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/UTF16DecodeSurrogatePair.js
<s> [webpack.Progress] 69% building 1285/1299 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/isTrailingSurrogate.js
<s> [webpack.Progress] 69% building 1285/1300 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/isLeadingSurrogate.js
<s> [webpack.Progress] 69% building 1286/1300 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/isLeadingSurrogate.js
<s> [webpack.Progress] 69% building 1287/1300 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/isLeadingSurrogate.js
<s> [webpack.Progress] 69% building 1287/1301 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1288/1301 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1289/1301 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1290/1301 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1291/1301 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1292/1301 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1293/1301 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1294/1301 modules 7 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/assertRecord.js
<s> [webpack.Progress] 69% building 1294/1302 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/paragraphRole.js
<s> [webpack.Progress] 69% building 1294/1303 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/getOwnPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1295/1303 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/helpers/getOwnPropertyDescriptor.js
<s> [webpack.Progress] 69% building 1295/1304 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/optionRole.js
<s> [webpack.Progress] 69% building 1296/1304 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/optionRole.js
<s> [webpack.Progress] 69% building 1296/1305 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/xtend/immutable.js
<s> [webpack.Progress] 69% building 1296/1306 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/noteRole.js
<s> [webpack.Progress] 69% building 1296/1307 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/noneRole.js
<s> [webpack.Progress] 69% building 1296/1308 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/navigationRole.js
<s> [webpack.Progress] 69% building 1296/1309 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/meterRole.js
<s> [webpack.Progress] 69% building 1297/1309 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/meterRole.js
<s> [webpack.Progress] 69% building 1298/1309 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/meterRole.js
<s> [webpack.Progress] 69% building 1298/1310 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.allsettled/node_modules/es-abstract/2020/Type.js
<s> [webpack.Progress] 69% building 1298/1311 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.allsettled/node_modules/es-abstract/2020/PromiseResolve.js
<s> [webpack.Progress] 69% building 1299/1311 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.allsettled/node_modules/es-abstract/2020/PromiseResolve.js
<s> [webpack.Progress] 69% building 1300/1311 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.allsettled/node_modules/es-abstract/2020/PromiseResolve.js
<s> [webpack.Progress] 69% building 1301/1311 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/promise.allsettled/node_modules/es-abstract/2020/PromiseResolve.js
<s> [webpack.Progress] 69% building 1301/1312 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemradioRole.js
<s> [webpack.Progress] 69% building 1302/1312 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemradioRole.js
<s> [webpack.Progress] 69% building 1303/1312 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemradioRole.js
<s> [webpack.Progress] 69% building 1304/1312 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemradioRole.js
<s> [webpack.Progress] 69% building 1305/1312 modules 7 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemradioRole.js
<s> [webpack.Progress] 69% building 1305/1313 modules 8 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemcheckboxRole.js
<s> [webpack.Progress] 69% building 1305/1314 modules 9 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuitemRole.js
<s> [webpack.Progress] 69% building 1305/1315 modules 10 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menubarRole.js
<s> [webpack.Progress] 69% building 1305/1316 modules 11 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/mathRole.js
<s> [webpack.Progress] 69% building 1305/1317 modules 12 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/menuRole.js
<s> [webpack.Progress] 69% building 1305/1318 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/marqueeRole.js
<s> [webpack.Progress] 69% building 1305/1319 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/mainRole.js
<s> [webpack.Progress] 69% building 1306/1319 modules 13 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/mainRole.js
<s> [webpack.Progress] 69% building 1306/1320 modules 14 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/logRole.js
<s> [webpack.Progress] 69% building 1306/1321 modules 15 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/listitemRole.js
<s> [webpack.Progress] 69% building 1306/1322 modules 16 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/listboxRole.js
<s> [webpack.Progress] 69% building 1306/1323 modules 17 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/listRole.js
<s> [webpack.Progress] 69% building 1306/1324 modules 18 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/linkRole.js
<s> [webpack.Progress] 69% building 1306/1325 modules 19 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/insertionRole.js
<s> [webpack.Progress] 69% building 1306/1326 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/es-abstract/2020/SameValueZero.js
<s> [webpack.Progress] 69% building 1306/1327 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.entries/implementation.js
<s> [webpack.Progress] 69% building 1307/1327 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/object.entries/implementation.js
<s> [webpack.Progress] 69% building 1307/1328 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/imgRole.js
<s> [webpack.Progress] 69% building 1308/1328 modules 20 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/imgRole.js
<s> [webpack.Progress] 69% building 1308/1329 modules 21 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/headingRole.js
<s> [webpack.Progress] 69% building 1308/1330 modules 22 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/groupRole.js
<s> [webpack.Progress] 68% building 1308/1331 modules 23 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/gridcellRole.js
<s> [webpack.Progress] 68% building 1308/1332 modules 24 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/gridRole.js
<s> [webpack.Progress] 68% building 1308/1333 modules 25 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/figureRole.js
<s> [webpack.Progress] 68% building 1308/1334 modules 26 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/genericRole.js
<s> [webpack.Progress] 68% building 1308/1335 modules 27 active /Users/Kira/Desktop/Git/taskbox/node_modules/@testing-library/dom/node_modules/aria-query/lib/etc/roles/literal/formRole.js
